Experiment,Specification,Model,Serial Number,Size of Train Set,R^2 Score,MAE Score
02 Sparsity Simulation,0.9521416505634898,BERT,0.0,2160.0,0.752486296226649,0.09765226422551984
02 Sparsity Simulation,0.9521416505634898,BERT,1.0,2160.0,0.7207181748193491,0.10008653069519637
02 Sparsity Simulation,0.9521416505634898,BERT,2.0,2160.0,0.7410848928528131,0.09960773699945913
02 Sparsity Simulation,0.9521416505634898,BERT,3.0,2160.0,0.7453591179831465,0.09882858969402317
02 Sparsity Simulation,0.9521416505634898,BERT,4.0,2160.0,0.7524815970352869,0.09798188081595906
02 Sparsity Simulation,0.9521416505634898,BERT,5.0,2160.0,0.7151919498567032,0.1043413234633668
02 Sparsity Simulation,0.9521416505634898,BERT,6.0,2160.0,0.7293872135552131,0.10244526133792266
02 Sparsity Simulation,0.9521416505634898,BERT,7.0,2160.0,0.7163257660772258,0.10357488725730048
02 Sparsity Simulation,0.9521416505634898,BERT,8.0,2160.0,0.7672935321631518,0.09551253215393024
02 Sparsity Simulation,0.9521416505634898,BERT,9.0,2160.0,0.7554043698633326,0.09663535853946464
02 Sparsity Simulation,0.9415774798524088,BERT,0.0,1728.0,0.7091358122293516,0.10665320030530363
02 Sparsity Simulation,0.9415774798524088,BERT,1.0,1728.0,0.7180976851176047,0.10356706689416012
02 Sparsity Simulation,0.9415774798524088,BERT,2.0,1728.0,0.7133568186403849,0.10437623266553014
02 Sparsity Simulation,0.9415774798524088,BERT,3.0,1728.0,0.7617382476427075,0.0964893953990691
02 Sparsity Simulation,0.9415774798524088,BERT,4.0,1728.0,0.7194177271856215,0.10374491672530367
02 Sparsity Simulation,0.9415774798524088,BERT,5.0,1728.0,0.6923570207891717,0.1125975337997836
02 Sparsity Simulation,0.9415774798524088,BERT,6.0,1728.0,0.7029049339754272,0.1088108758298678
02 Sparsity Simulation,0.9415774798524088,BERT,7.0,1728.0,0.6945238045603098,0.10966058943121837
02 Sparsity Simulation,0.9415774798524088,BERT,8.0,1728.0,0.7503504075210965,0.09861721998350907
02 Sparsity Simulation,0.9415774798524088,BERT,9.0,1728.0,0.719002189799873,0.10429245769936264
02 Sparsity Simulation,0.9581189866856911,BERT,0.0,2448.0,0.7810747145646806,0.0908163965624028
02 Sparsity Simulation,0.9581189866856911,BERT,1.0,2448.0,0.7470433986512417,0.09718721369762176
02 Sparsity Simulation,0.9581189866856911,BERT,2.0,2448.0,0.7182761522639771,0.10427953558133612
02 Sparsity Simulation,0.9581189866856911,BERT,3.0,2448.0,0.7646634504180676,0.09218965138034316
02 Sparsity Simulation,0.9581189866856911,BERT,4.0,2448.0,0.7762257904610056,0.09416335261030592
02 Sparsity Simulation,0.9581189866856911,BERT,5.0,2448.0,0.7128129509995724,0.10441188770857612
02 Sparsity Simulation,0.9581189866856911,BERT,6.0,2448.0,0.7609366773728312,0.09546393209459272
02 Sparsity Simulation,0.9581189866856911,BERT,7.0,2448.0,0.7034889681345432,0.10388572790824152
02 Sparsity Simulation,0.9581189866856911,BERT,8.0,2448.0,0.7863265420305738,0.09219974638036244
02 Sparsity Simulation,0.9581189866856911,BERT,9.0,2448.0,0.7631710192755234,0.09543988316494907
02 Sparsity Simulation,0.9608611313126506,BERT,0.0,2592.0,0.7287142621617753,0.100637118959913
02 Sparsity Simulation,0.9608611313126506,BERT,1.0,2592.0,0.7634607755492397,0.0932085211222088
02 Sparsity Simulation,0.9608611313126506,BERT,2.0,2592.0,0.7656520297634114,0.0943503286625564
02 Sparsity Simulation,0.9608611313126506,BERT,3.0,2592.0,0.7869247841836947,0.08829326502218741
02 Sparsity Simulation,0.9608611313126506,BERT,4.0,2592.0,0.7740702517699952,0.09268991304938896
02 Sparsity Simulation,0.9608611313126506,BERT,5.0,2592.0,0.7704446629732906,0.09508000694832784
02 Sparsity Simulation,0.9608611313126506,BERT,6.0,2592.0,0.775362963214979,0.0924993053115568
02 Sparsity Simulation,0.9608611313126506,BERT,7.0,2592.0,0.7341113274282258,0.09860547544531599
02 Sparsity Simulation,0.9608611313126506,BERT,8.0,2592.0,0.7903475887839595,0.09118560491786916
02 Sparsity Simulation,0.9608611313126506,BERT,9.0,2592.0,0.7614532935800971,0.09725265856515164
02 Sparsity Simulation,0.9634622001124579,BERT,0.0,2736.0,0.7472757466293396,0.0984770354564026
02 Sparsity Simulation,0.9634622001124579,BERT,1.0,2736.0,0.7514530676328054,0.09507421563786284
02 Sparsity Simulation,0.9634622001124579,BERT,2.0,2736.0,0.7332755387567558,0.09747866779151634
02 Sparsity Simulation,0.9634622001124579,BERT,3.0,2736.0,0.8105260380026823,0.08183510364621502
02 Sparsity Simulation,0.9634622001124579,BERT,4.0,2736.0,0.788319561699307,0.08853682684467959
02 Sparsity Simulation,0.9634622001124579,BERT,5.0,2736.0,0.7739229016648564,0.09300989647195763
02 Sparsity Simulation,0.9634622001124579,BERT,6.0,2736.0,0.7750913207084253,0.09259778922229936
02 Sparsity Simulation,0.9634622001124579,BERT,7.0,2736.0,0.771996807602291,0.0908903938892539
02 Sparsity Simulation,0.9634622001124579,BERT,8.0,2736.0,0.8101228948896271,0.08575380526187742
02 Sparsity Simulation,0.9634622001124579,BERT,9.0,2736.0,0.7880768795507224,0.09033767283964904
02 Sparsity Simulation,0.955219103952324,BERT,0.0,2304.0,0.7338367576990725,0.10267690552205876
02 Sparsity Simulation,0.955219103952324,BERT,1.0,2304.0,0.7497468275513101,0.09751299428677436
02 Sparsity Simulation,0.955219103952324,BERT,2.0,2304.0,0.7339433097571211,0.10227764063437443
02 Sparsity Simulation,0.955219103952324,BERT,3.0,2304.0,0.7875943586337596,0.09035372524818787
02 Sparsity Simulation,0.955219103952324,BERT,4.0,2304.0,0.7629825388962875,0.0959197751655962
02 Sparsity Simulation,0.955219103952324,BERT,5.0,2304.0,0.7535412230885925,0.09617879751698802
02 Sparsity Simulation,0.955219103952324,BERT,6.0,2304.0,0.7458842101233241,0.09861667117304493
02 Sparsity Simulation,0.955219103952324,BERT,7.0,2304.0,0.7375452868526817,0.0998446866338536
02 Sparsity Simulation,0.955219103952324,BERT,8.0,2304.0,0.7770761861564145,0.09425414291619427
02 Sparsity Simulation,0.955219103952324,BERT,9.0,2304.0,0.7777943420641462,0.09206117202899716
02 Sparsity Simulation,0.9682956151070738,BERT,0.0,3024.0,0.7728354926916278,0.09157373617098956
02 Sparsity Simulation,0.9682956151070738,BERT,1.0,3024.0,0.7611352425166799,0.09347407712017716
02 Sparsity Simulation,0.9682956151070738,BERT,2.0,3024.0,0.7909375713206159,0.08751940942927612
02 Sparsity Simulation,0.9682956151070738,BERT,3.0,3024.0,0.7882355246828281,0.08675130983261978
02 Sparsity Simulation,0.9682956151070738,BERT,4.0,3024.0,0.8019607649823308,0.08526758787120366
02 Sparsity Simulation,0.9682956151070738,BERT,5.0,3024.0,0.7796816418202273,0.09051795239538736
02 Sparsity Simulation,0.9682956151070738,BERT,6.0,3024.0,0.7704287623326838,0.09325124815929743
02 Sparsity Simulation,0.9682956151070738,BERT,7.0,3024.0,0.7584330270260325,0.09254836887256174
02 Sparsity Simulation,0.9682956151070738,BERT,8.0,3024.0,0.8121771224533636,0.08451681569214739
02 Sparsity Simulation,0.9682956151070738,BERT,9.0,3024.0,0.7727831070091247,0.09318594968904176
02 Sparsity Simulation,0.9705504928718681,BERT,0.0,3168.0,0.7860894498366808,0.08910968678990969
02 Sparsity Simulation,0.9705504928718681,BERT,1.0,3168.0,0.7778143043109744,0.08893802930113748
02 Sparsity Simulation,0.9705504928718681,BERT,2.0,3168.0,0.7728619481036435,0.09119991092717608
02 Sparsity Simulation,0.9705504928718681,BERT,3.0,3168.0,0.7817276839358088,0.08811322076742839
02 Sparsity Simulation,0.9705504928718681,BERT,4.0,3168.0,0.7988896417706394,0.0878389570582213
02 Sparsity Simulation,0.9705504928718681,BERT,5.0,3168.0,0.7767964048663434,0.0923097429859616
02 Sparsity Simulation,0.9705504928718681,BERT,6.0,3168.0,0.77966182120656,0.09070452841918243
02 Sparsity Simulation,0.9705504928718681,BERT,7.0,3168.0,0.7794538448533316,0.08691298964821886
02 Sparsity Simulation,0.9705504928718681,BERT,8.0,3168.0,0.8373732034466029,0.07959478006140794
02 Sparsity Simulation,0.9705504928718681,BERT,9.0,3168.0,0.8129894683046329,0.08372065429739506
02 Sparsity Simulation,0.9726953391241954,BERT,0.0,3311.0,0.7845847993310913,0.08912567251938619
02 Sparsity Simulation,0.9726953391241954,BERT,1.0,3311.0,0.7735901655789821,0.09092279545314837
02 Sparsity Simulation,0.9726953391241954,BERT,2.0,3311.0,0.7856701979053127,0.08740564073221402
02 Sparsity Simulation,0.9726953391241954,BERT,3.0,3311.0,0.820109394597139,0.08051468905459336
02 Sparsity Simulation,0.9726953391241954,BERT,4.0,3311.0,0.7959475655321326,0.08560587469170093
02 Sparsity Simulation,0.9726953391241954,BERT,5.0,3311.0,0.7996587190165109,0.08563446547407998
02 Sparsity Simulation,0.9726953391241954,BERT,6.0,3311.0,0.7842097640688577,0.09105811268929928
02 Sparsity Simulation,0.9726953391241954,BERT,7.0,3311.0,0.7811005800370574,0.08999891801232214
02 Sparsity Simulation,0.9726953391241954,BERT,8.0,3311.0,0.7966671193588291,0.087035686696267
02 Sparsity Simulation,0.9726953391241954,BERT,9.0,3311.0,0.8174480043570915,0.0852168041259661
02 Sparsity Simulation,0.9659363289248455,BERT,0.0,2880.0,0.7693102464309309,0.09416325856204888
02 Sparsity Simulation,0.9659363289248455,BERT,1.0,2880.0,0.7759779849275998,0.08947713043525078
02 Sparsity Simulation,0.9659363289248455,BERT,2.0,2880.0,0.7660643800623205,0.0930306805256636
02 Sparsity Simulation,0.9659363289248455,BERT,3.0,2880.0,0.7876730901535534,0.08868565805112724
02 Sparsity Simulation,0.9659363289248455,BERT,4.0,2880.0,0.7818672033510851,0.08902243495656427
02 Sparsity Simulation,0.9659363289248455,BERT,5.0,2880.0,0.7595614615866424,0.0951295078832846
02 Sparsity Simulation,0.9659363289248455,BERT,6.0,2880.0,0.7811535202420843,0.0916348906645519
02 Sparsity Simulation,0.9659363289248455,BERT,7.0,2880.0,0.7541757450740829,0.09475574678167728
02 Sparsity Simulation,0.9659363289248455,BERT,8.0,2880.0,0.8096773992754299,0.08638497323713326
02 Sparsity Simulation,0.9659363289248455,BERT,9.0,2880.0,0.7691258611030202,0.09524860744046916
02 Sparsity Simulation,0.9767737974212208,BERT,0.0,3600.0,0.7941006669391321,0.08672831563102938
02 Sparsity Simulation,0.9767737974212208,BERT,1.0,3600.0,0.777246492668208,0.08867598016388464
02 Sparsity Simulation,0.9767737974212208,BERT,2.0,3600.0,0.8107340118857908,0.08240401034563644
02 Sparsity Simulation,0.9767737974212208,BERT,3.0,3600.0,0.8165852443101028,0.08121394797879886
02 Sparsity Simulation,0.9767737974212208,BERT,4.0,3600.0,0.8093453668977152,0.08415084800833697
02 Sparsity Simulation,0.9767737974212208,BERT,5.0,3600.0,0.8030533424367287,0.08562540341001981
02 Sparsity Simulation,0.9767737974212208,BERT,6.0,3600.0,0.8140451530360188,0.08267832581439526
02 Sparsity Simulation,0.9767737974212208,BERT,7.0,3600.0,0.785736967094848,0.08705212694933677
02 Sparsity Simulation,0.9767737974212208,BERT,8.0,3600.0,0.8302247251105611,0.08034939996586267
02 Sparsity Simulation,0.9767737974212208,BERT,9.0,3600.0,0.8241977457438245,0.08161621504776986
02 Sparsity Simulation,0.9786911650661339,BERT,0.0,3744.0,0.8019688447510989,0.08601359930865217
02 Sparsity Simulation,0.9786911650661339,BERT,1.0,3744.0,0.7927596501732338,0.08463893417734081
02 Sparsity Simulation,0.9786911650661339,BERT,2.0,3744.0,0.816919926186334,0.08339038927205564
02 Sparsity Simulation,0.9786911650661339,BERT,3.0,3744.0,0.8114128759068142,0.08304508720362391
02 Sparsity Simulation,0.9786911650661339,BERT,4.0,3744.0,0.8241447380171054,0.07896925340274863
02 Sparsity Simulation,0.9786911650661339,BERT,5.0,3744.0,0.7878586019703562,0.08899389499411231
02 Sparsity Simulation,0.9786911650661339,BERT,6.0,3744.0,0.7976116057883331,0.0873921709268055
02 Sparsity Simulation,0.9786911650661339,BERT,7.0,3744.0,0.7999740147917579,0.08381060877371375
02 Sparsity Simulation,0.9786911650661339,BERT,8.0,3744.0,0.8079163596024155,0.08655755733209558
02 Sparsity Simulation,0.9786911650661339,BERT,9.0,3744.0,0.7994936349500588,0.08745290680571109
02 Sparsity Simulation,0.9805397149177206,BERT,0.0,3888.0,0.78396069106172,0.08915436443061811
02 Sparsity Simulation,0.9805397149177206,BERT,1.0,3888.0,0.7883614538667123,0.08702154308189106
02 Sparsity Simulation,0.9805397149177206,BERT,2.0,3888.0,0.8067099212086726,0.08331771655907133
02 Sparsity Simulation,0.9805397149177206,BERT,3.0,3888.0,0.8247471833092002,0.07745876355862696
02 Sparsity Simulation,0.9805397149177206,BERT,4.0,3888.0,0.8124681020105629,0.08173686849918299
02 Sparsity Simulation,0.9805397149177206,BERT,5.0,3888.0,0.7789731030639437,0.09031106909823212
02 Sparsity Simulation,0.9805397149177206,BERT,6.0,3888.0,0.793490654418125,0.08735910410457455
02 Sparsity Simulation,0.9805397149177206,BERT,7.0,3888.0,0.7931324022430909,0.08595419472339502
02 Sparsity Simulation,0.9805397149177206,BERT,8.0,3888.0,0.8224455236301862,0.08227792312300074
02 Sparsity Simulation,0.9805397149177206,BERT,9.0,3888.0,0.8077259421835303,0.08603768308410491
02 Sparsity Simulation,0.9747821379701602,BERT,0.0,3456.0,0.7908196203934568,0.08926311926729577
02 Sparsity Simulation,0.9747821379701602,BERT,1.0,3456.0,0.7917136355417231,0.08621292597820232
02 Sparsity Simulation,0.9747821379701602,BERT,2.0,3456.0,0.7897392399014624,0.08785856470787466
02 Sparsity Simulation,0.9747821379701602,BERT,3.0,3456.0,0.8211496182189976,0.08037386281053632
02 Sparsity Simulation,0.9747821379701602,BERT,4.0,3456.0,0.8138987963451679,0.08250238267741969
02 Sparsity Simulation,0.9747821379701602,BERT,5.0,3456.0,0.7720073196141666,0.0939632485887606
02 Sparsity Simulation,0.9747821379701602,BERT,6.0,3456.0,0.7912631082017187,0.08793411135009273
02 Sparsity Simulation,0.9747821379701602,BERT,7.0,3456.0,0.7981996575437225,0.08591724580301968
02 Sparsity Simulation,0.9747821379701602,BERT,8.0,3456.0,0.8203460960916721,0.08338782872412269
02 Sparsity Simulation,0.9747821379701602,BERT,9.0,3456.0,0.795582572596428,0.0868414913831283
02 Sparsity Simulation,0.9823121499205378,BERT,0.0,4031.0,0.7976157638477246,0.08534659458956324
02 Sparsity Simulation,0.9823121499205378,BERT,1.0,4031.0,0.7989150150144275,0.08393782161019132
02 Sparsity Simulation,0.9823121499205378,BERT,2.0,4031.0,0.8313505644550772,0.07800082599220408
02 Sparsity Simulation,0.9823121499205378,BERT,3.0,4031.0,0.8267803769140749,0.07834200017746068
02 Sparsity Simulation,0.9823121499205378,BERT,4.0,4031.0,0.8139131753632243,0.08119716792845437
02 Sparsity Simulation,0.9823121499205378,BERT,5.0,4031.0,0.8086094606188179,0.08313434243171229
02 Sparsity Simulation,0.9823121499205378,BERT,6.0,4031.0,0.8034699767147483,0.08445603121153113
02 Sparsity Simulation,0.9823121499205378,BERT,7.0,4031.0,0.8139612752636742,0.0799595418129093
02 Sparsity Simulation,0.9823121499205378,BERT,8.0,4031.0,0.8201951121523667,0.08339505181506167
02 Sparsity Simulation,0.9823121499205378,BERT,9.0,4031.0,0.8242176212130037,0.08084121542472585
02 Sparsity Simulation,0.8315665290169146,MFF,0.0,144.0,0.4850610765649375,0.16126840482891847
02 Sparsity Simulation,0.8315665290169146,MFF,1.0,144.0,0.4833337974892714,0.1574450760159816
02 Sparsity Simulation,0.8315665290169146,MFF,2.0,144.0,0.5020215829518928,0.14968018009276418
02 Sparsity Simulation,0.8315665290169146,MFF,3.0,144.0,0.522947403746439,0.14975094070944192
02 Sparsity Simulation,0.8315665290169146,MFF,4.0,144.0,0.4665090321343797,0.15907594908409484
02 Sparsity Simulation,0.8315665290169146,MFF,5.0,144.0,0.4761650189218288,0.16395803004078946
02 Sparsity Simulation,0.8315665290169146,MFF,6.0,144.0,0.4996000087565178,0.1573886228826985
02 Sparsity Simulation,0.8315665290169146,MFF,7.0,144.0,0.4820306945178269,0.15751046596488474
02 Sparsity Simulation,0.8315665290169146,MFF,8.0,144.0,0.5302506198632536,0.15454322986490335
02 Sparsity Simulation,0.8315665290169146,MFF,9.0,144.0,0.5410260433011107,0.1516071297980026
02 Sparsity Simulation,0.8608916593317348,MFF,0.0,288.0,0.5925105431346522,0.1411596684266215
02 Sparsity Simulation,0.8608916593317348,MFF,1.0,288.0,0.5536016535358808,0.14525025410925393
02 Sparsity Simulation,0.8608916593317348,MFF,2.0,288.0,0.6403257117203625,0.12622788319130798
02 Sparsity Simulation,0.8608916593317348,MFF,3.0,288.0,0.6287412891847455,0.12749704438613774
02 Sparsity Simulation,0.8608916593317348,MFF,4.0,288.0,0.5696362061822295,0.14615299646149305
02 Sparsity Simulation,0.8608916593317348,MFF,5.0,288.0,0.5673457838617868,0.1422950837943361
02 Sparsity Simulation,0.8608916593317348,MFF,6.0,288.0,0.5966706804652913,0.13882007107744154
02 Sparsity Simulation,0.8608916593317348,MFF,7.0,288.0,0.6086258027893788,0.13674038577917874
02 Sparsity Simulation,0.8608916593317348,MFF,8.0,288.0,0.6327999926521735,0.13030911445463936
02 Sparsity Simulation,0.8608916593317348,MFF,9.0,288.0,0.5953903953435502,0.138627068451291
02 Sparsity Simulation,0.878522852790381,MFF,0.0,432.0,0.6713364379849001,0.11841100102041435
02 Sparsity Simulation,0.878522852790381,MFF,1.0,432.0,0.6735630153100538,0.11979420884172727
02 Sparsity Simulation,0.878522852790381,MFF,2.0,432.0,0.632941290280348,0.12594603186061715
02 Sparsity Simulation,0.878522852790381,MFF,3.0,432.0,0.6649524644057634,0.12291886365160498
02 Sparsity Simulation,0.878522852790381,MFF,4.0,432.0,0.6462191525256058,0.12528621347680122
